20	20	20	20	20	20	20	20	20
94.9293	104.024	113.165	20.0002	20.0003	20.0003	20	20	20
186.806	207.134	227.568	20.0009	20.0011	20.0011	20	20	20
275.258	306.472	337.857	20.0023	20.0028	20.0028	20	20	20
354.037	395.007	436.207	20.0046	20.0057	20.0057	20	20	20
422.062	471.503	521.232	20.0081	20.01	20.01	20	20	20
480.025	536.724	593.763	20.0129	20.0158	20.0159	20	20	20
529.124	592.005	655.272	20.019	20.0234	20.0235	20	20	20
570.605	638.736	707.295	20.0267	20.0328	20.0329	20	20	20
605.607	678.192	751.245	20.036	20.0442	20.0444	20	20	20
635.126	711.489	788.353	20.047	20.0577	20.058	20	20	20
660.014	739.581	819.68	20.0597	20.0734	20.0737	20	20	20
680.994	763.279	846.123	20.0742	20.0912	20.0916	20	20	20
698.68	783.271	868.445	20.0906	20.1113	20.1118	20	20	20
713.588	800.135	887.287	20.1088	20.1337	20.1342	20	20	20
726.154	814.361	903.194	20.1289	20.1584	20.1591	20	20	20
736.745	826.362	916.624	20.1509	20.1855	20.1862	20	20	20
745.672	836.487	927.962	20.1748	20.2149	20.2157	20	20	20
753.196	845.029	937.537	20.2006	20.2466	20.2476	20	20	20
759.538	852.236	945.623	20.2284	20.2808	20.2819	20	20	20
764.882	858.317	952.452	20.258	20.3173	20.3186	20	20	20
769.387	863.448	958.22	20.2896	20.3562	20.3576	20	20	20
773.183	867.778	963.094	20.3232	20.3974	20.399	20	20	20
776.383	871.432	967.212	20.3586	20.441	20.4428	20	20	20
779.08	874.516	970.693	20.396	20.487	20.489	20	20	20
781.353	877.12	973.635	20.4353	20.5354	20.5375	20	20	20
783.269	879.319	976.123	20.4765	20.586	20.5884	20	20	20.0001
784.884	881.175	978.227	20.5196	20.6391	20.6417	20	20.0001	20.0001
786.245	882.743	980.008	20.5646	20.6944	20.6972	20.0001	20.0001	20.0001
787.393	884.068	981.515	20.6114	20.752	20.7551	20.0001	20.0001	20.0001
788.361	885.187	982.791	20.6601	20.812	20.8153	20.0001	20.0001	20.0001
789.177	886.134	983.872	20.7107	20.8742	20.8778	20.0001	20.0001	20.0001
789.866	886.934	984.789	20.7631	20.9387	20.9426	20.0001	20.0001	20.0001
790.447	887.611	985.566	20.8174	21.0055	21.0096	20.0001	20.0001	20.0001
790.937	888.185	986.226	20.8735	21.0745	21.0789	20.0001	20.0001	20.0001
791.351	888.671	986.787	20.9313	21.1457	21.1505	20.0001	20.0001	20.0002
791.701	889.083	987.264	20.991	21.2192	21.2242	20.0001	20.0002	20.0002
791.997	889.432	987.671	21.0525	21.2948	21.3002	20.0002	20.0002	20.0002
792.247	889.729	988.017	21.1158	21.3727	21.3784	20.0002	20.0002	20.0002
792.459	889.982	988.313	21.1808	21.4527	21.4588	20.0002	20.0002	20.0002
792.639	890.197	988.566	21.2476	21.5349	21.5413	20.0002	20.0002	20.0003
