20	20	20	20	20	20	20	20	20
133.077	142.217	151.357	20.0003	20.0004	20.0004	20	20	20
271.76	292.195	312.629	20.0014	20.0016	20.0016	20	20	20
405.302	436.687	468.072	20.0035	20.004	20.004	20	20	20
524.263	565.464	606.665	20.007	20.0081	20.0081	20	20	20
627.002	676.732	726.461	20.0122	20.0141	20.0141	20	20	20
714.559	771.599	828.639	20.0194	20.0223	20.0224	20	20	20
788.739	852.007	915.275	20.0287	20.033	20.0331	20	20	20
851.419	919.979	988.54	20.0403	20.0464	20.0465	20	20	20
904.318	977.371	1050.42	20.0543	20.0625	20.0627	20	20	20
948.937	1025.8	1102.67	20.0708	20.0816	20.0818	20	20	20
986.564	1066.66	1146.76	20.09	20.1037	20.104	20	20	20
1018.29	1101.13	1183.98	20.1119	20.1289	20.1293	20	20	20
1045.04	1130.21	1215.39	20.1365	20.1573	20.1578	20	20	20
1067.59	1154.74	1241.89	20.164	20.1889	20.1895	20	20	20
1086.6	1175.43	1264.27	20.1943	20.2239	20.2245	20	20	20
1102.63	1192.89	1283.15	20.2274	20.2621	20.2628	20	20	20
1116.14	1207.62	1299.09	20.2634	20.3036	20.3045	20	20	20
1127.53	1220.04	1312.55	20.3024	20.3485	20.3495	20	20	20
1137.14	1230.52	1323.91	20.3442	20.3967	20.3978	20	20	20
1145.23	1239.37	1333.51	20.389	20.4483	20.4496	20	20	20
1152.06	1246.83	1341.61	20.4366	20.5032	20.5047	20	20	20
1157.81	1253.13	1348.45	20.4872	20.5615	20.5631	20	20	20
1162.67	1258.45	1354.23	20.5406	20.6232	20.625	20	20	20
1166.76	1262.93	1359.11	20.597	20.6881	20.6901	20	20.0001	20.0001
1170.2	1266.72	1363.24	20.6562	20.7564	20.7586	20.0001	20.0001	20.0001
1173.11	1269.92	1366.72	20.7183	20.828	20.8304	20.0001	20.0001	20.0001
1175.57	1272.62	1369.67	20.7833	20.9029	20.9056	20.0001	20.0001	20.0001
1177.63	1274.9	1372.16	20.8511	20.9811	20.984	20.0001	20.0001	20.0001
1179.38	1276.83	1374.27	20.9217	21.0626	21.0657	20.0001	20.0001	20.0001
1180.85	1278.45	1376.06	20.9952	21.1473	21.1506	20.0001	20.0001	20.0001
1182.09	1279.83	1377.57	21.0714	21.2352	21.2388	20.0001	20.0001	20.0001
1183.14	1280.99	1378.85	21.1504	21.3263	21.3302	20.0001	20.0002	20.0002
1184.02	1281.98	1379.94	21.2322	21.4207	21.4248	20.0002	20.0002	20.0002
1184.77	1282.81	1380.86	21.3168	21.5182	21.5226	20.0002	20.0002	20.0002
1185.4	1283.52	1381.64	21.404	21.6188	21.6236	20.0002	20.0002	20.0002
1185.94	1284.12	1382.3	21.494	21.7226	21.7276	20.0002	20.0002	20.0002
1186.39	1284.63	1382.87	21.5867	21.8295	21.8349	20.0002	20.0003	20.0003
1186.77	1285.06	1383.35	21.6821	21.9395	21.9452	20.0003	20.0003	20.0003
1187.1	1285.43	1383.76	21.7801	22.0525	22.0586	20.0003	20.0003	20.0003
1187.37	1285.74	1384.11	21.8808	22.1686	22.175	20.0003	20.0004	20.0004
1187.61	1286.01	1384.41	21.9841	22.2878	22.2945	20.0003	20.0004	20.0004
1187.81	1286.24	1384.67	22.09	22.4099	22.4171	20.0004	20.0004	20.0004
1187.98	1286.43	1384.89	22.1985	22.5351	22.5426	20.0004	20.0005	20.0005
1188.12	1286.6	1385.08	22.3096	22.6632	22.6711	20.0005	20.0005	20.0005
1188.25	1286.75	1385.25	22.4232	22.7942	22.8025	20.0005	20.0005	20.0006
1188.35	1286.87	1385.39	22.5394	22.9282	22.9369	20.0005	20.0006	20.0006
1188.45	1286.98	1385.51	22.6581	23.0651	23.0743	20.0006	20.0006	20.0007
1188.53	1287.07	1385.62	22.7793	23.2049	23.2145	20.0006	20.0007	20.0007
1188.6	1287.16	1385.72	22.903	23.3476	23.3576	20.0007	20.0007	20.0008
1188.66	1287.23	1385.8	23.0291	23.4931	23.5035	20.0007	20.0008	20.0008
1188.71	1287.29	1385.88	23.1577	23.6414	23.6523	20.0008	20.0008	20.0009
